"","substudy_num","alpha_nls2","alpha_se_nls2","beta_hat","beta_variance_nls2","unnamed","substudy_source","Alex_PAPER_ID","use_alex_craig","data.source..or.reason.for.exclusion.","data.on.recruit.on.recruit","data.on.older.fish.on.older.fish","Density.areal.units..or.can.be.converted.","Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...","is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.","Number.of.Aggregrated.taxa.","Is.good.based.on..criteria.","Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.","estimation_approach","use_2024","Authors","Article.Title","Source.Title","Abstract","Times.Cited..WoS.Core","Times.Cited..All.Databases","Publication.Date","Publication.Year","Volume","Issue","Start.Page","End.Page","DOI","study_num","study","lat_deci","long_deci","journal","paired_pred","paired_substudy_num","conclusion","rawdata_for_analysis","alpha_2002","alpha_se_2002","beta_2002","beta_se_2002","var_alpha_2002","var_beta_2002","expt_obs","expt_obs_pairs","family","g_sp","trophic_status","trophic_level","habitat","geog_region_2","ocean","predators","age_start","size_start","size_start_units","SL_start","duration"
"128",265,0.00131313131313218,NA,0.000164166262626263,1.35381255898633e-09,176,"Fig2-chpa-healthy",745,"yes","Fig2-chpa-healthy","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP","Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes","ECOLOGY","Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.","24",25,"NOV",2014,95,"11",3056,3067,NA,76,"Bostrom-Einarssonetal_2014",-5.165384429,150.5006007,"Ecology","unpaired",261,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Chrysiptera_parasema","planktivore",NA,"reef","PNG","Pacific","present",17.5,16.5,"mmSL",16.5,60
"129",266,0.0582828282828283,0.0018037518037518,-0.000828567606060606,2.51021681780373e-09,177,"Fig2-chpa-degraded",745,"yes","Fig2-chpa-degraded","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP","Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes","ECOLOGY","Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.","24",25,"NOV",2014,95,"11",3056,3067,NA,76,"Bostrom-Einarssonetal_2014",-5.165384429,150.5006007,"Ecology","unpaired",261,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Chrysiptera_parasema","planktivore",NA,"reef","PNG","Pacific","present",17.5,16.5,"mmSL",16.5,60
"130",267,1e-15,NA,5.06169696969697e-05,1.18787980818284e-10,178,"Fig2-dame-healthy",745,"yes","Fig2-dame-healthy","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP","Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes","ECOLOGY","Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.","24",25,"NOV",2014,95,"11",3056,3067,NA,76,"Bostrom-Einarssonetal_2014",-5.165384429,150.5006007,"Ecology","unpaired",261,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_melanurus","planktivore",NA,"reef","PNG","Pacific","present",17.5,16.5,"mmSL",16.5,60
"131",268,0.0119090909090909,0.000718923933209648,-0.00012,1.70003753580041e-10,179,"fig2-dame-degaded",745,"yes","fig2-dame-degaded","Yes","No","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Bostrom-Einarsson, L; Bonin, MC; Munday, PL; Jones, GP","Habitat degradation modifies the strength of interspecific competition in coral dwelling damselfishes","ECOLOGY","Habitat degradation is predicted to exacerbate competition for critical resources; however, the relationship between habitat quality and competition is poorly understood. In this study, we used a manipulative experiment to test the effects of habitat degradation on competition between two planktivorous, coral-dwelling damselfishes, Chrysiptera parasema and Dascyllus melanurus. Experimental reefs were constructed with either healthy (100% live) or degraded (10% live) Acropora longicyathus coral, stocked with varying densities of these two fish species, and monitored for two months. On healthy habitat, the mortality of C. parasema was density dependent, and increased substantially in the presence of the dominant interspecific competitor D. melanurus. In contrast, on reefs where habitat was degraded, C. parasema mortality was highly variable, density independent, and was no longer influenced by the presence of dominant competitor D. melanurus. Behavioral observations revealed that agonistic interactions for both species increased with density on degraded habitat, but not on healthy habitat. In addition, on degraded reefs, both species displayed a reduced association with reef habitat and ventured further away from shelter with increasing densities of the dominant competitor D. melanurus. These results suggest that reduced habitat quality can have such a profound effect on reef fishes, that it eliminates density-dependent mortality and competitive dominance hierarchies, thereby substantially altering the mechanisms that structure reef fish communities.","24",25,"NOV",2014,95,"11",3056,3067,NA,76,"Bostrom-Einarssonetal_2014",-5.165384429,150.5006007,"Ecology","unpaired",261,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_melanurus","planktivore",NA,"reef","PNG","Pacific","present",17.5,16.5,"mmSL",16.5,60
"132",276,1e-15,NA,0.0225252525252525,2.76323493922222e-05,182,"Fig3a-highcondition",422,"yes","Fig3a-highcondition","Yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Combined effects of condition and density on post-settlement survival and growth of a marine fish","OECOLOGIA","For species with complex life cycles, variation in growth or condition during early life stages may affect survival in later stages or during important life-stage transitions. These effects on survival may be an important source of recruitment variability. However, survival during early stages is often density-dependent and it is unclear how the effects of early condition on recruitment compare to the effects of density alone. In this study, I investigated both the independent and interactive effects of condition and density on post-settlement survival and growth of bicolor damselfish (Stegastes partitus). In a field experiment, I crossed two levels of population density with two levels of condition (established by laboratory feeding of recent settlers) and measured growth and survivorship over a 30-day period. Low condition and high density both decreased survivorship. However, the effects of density were stronger and the effects of condition and density on survivorship were independent. In contrast, condition and density had interactive effects on growth in that density reduced growth only in the high-condition treatments. In a second experiment, I examined how condition and density affected intraspecific aggression and shelter use, two behaviors that may influence growth and survival. Shelter use was unaffected by density and condition. The rate of intraspecific chases was greater and increased more strongly with density when fish were in higher condition. Average growth rate of fish decreased with increasing rate of intraspecific chases, suggesting that the difference in aggression between condition levels was the mechanism leading to differences in density-dependent growth. These results suggest that variation in condition at settlement can significantly contribute to variation in population abundance, despite density dependence in survival. However, because behaviors that affect density-dependent growth can be altered by condition at settlement, the degree to which population biomass is regulated may depend on initial condition.","44",45,"FEB",2008,155,"1",43,52,"10.1007/s00442-007-0882-0",80,"johnson_2008",23.603175,-75.997678,"Oecologia","unpaired",269,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Stegastes_partitus","planktivore",NA,"reef","Bahamas","Caribbean","present",10,19.5,"mmTL",15.6,30
"133",277,1e-15,NA,0.0351717171717172,6.73137204632919e-05,183,"Fig3a-lowcondition",422,"yes","Fig3a-lowcondition","Yes","no","Yes","YES","SINGLE","1","Yes","Depleted","Binomial","yes","Johnson, DW","Combined effects of condition and density on post-settlement survival and growth of a marine fish","OECOLOGIA","For species with complex life cycles, variation in growth or condition during early life stages may affect survival in later stages or during important life-stage transitions. These effects on survival may be an important source of recruitment variability. However, survival during early stages is often density-dependent and it is unclear how the effects of early condition on recruitment compare to the effects of density alone. In this study, I investigated both the independent and interactive effects of condition and density on post-settlement survival and growth of bicolor damselfish (Stegastes partitus). In a field experiment, I crossed two levels of population density with two levels of condition (established by laboratory feeding of recent settlers) and measured growth and survivorship over a 30-day period. Low condition and high density both decreased survivorship. However, the effects of density were stronger and the effects of condition and density on survivorship were independent. In contrast, condition and density had interactive effects on growth in that density reduced growth only in the high-condition treatments. In a second experiment, I examined how condition and density affected intraspecific aggression and shelter use, two behaviors that may influence growth and survival. Shelter use was unaffected by density and condition. The rate of intraspecific chases was greater and increased more strongly with density when fish were in higher condition. Average growth rate of fish decreased with increasing rate of intraspecific chases, suggesting that the difference in aggression between condition levels was the mechanism leading to differences in density-dependent growth. These results suggest that variation in condition at settlement can significantly contribute to variation in population abundance, despite density dependence in survival. However, because behaviors that affect density-dependent growth can be altered by condition at settlement, the degree to which population biomass is regulated may depend on initial condition.","44",45,"FEB",2008,155,"1",43,52,"10.1007/s00442-007-0882-0",80,"johnson_2008",23.603175,-75.997678,"Oecologia","unpaired",270,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Stegastes_partitus","planktivore",NA,"reef","Bahamas","Caribbean","present",10,17,"mmTL",13.6,30
"134",278,1e-15,NA,0.20530303030303,0.00530275780408301,184,"Fig 2b-settlers",323,"yes","Fig2b (there might also be a way to decompose habitat quality effects).  The best option is to ignore habitat quality (since we don't have the data) and to use data from time=2 or 3 days (duration = 1 or 2 days) for the settler on settler and adult on adult responses.  For settlers, this would be ttt 3,6,7 (for settlers = 3, 8, 11 per coral; for adults on adults, it would be ttt 3,4,5 (3, 5,8 adults). We'll need to get coral area from Fig 1, by taking fish number x density and averaging across ttts.","Yes","Yes","Yes","YES","SINGLE","1","Yes","Depleted over 24 hrs (replaced after day 1)","Binomial","yes","Wilson, JA","Age class interactions in a marine goby, Elacatinus prochilos (Bohlke and Robins, 1968)","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Many reef fishes settle monthly throughout the year, so multiple cohorts generally occur together. Yet, much research has focused on a single age class (i.e., settlers) and has ignored age class interactions. The focus of this work was to quantify within and between age class interactions of new settlers and older fish of a marine goby, Elacatinus prochilos. All age classes of this species co-occur on live coral substrate. Thus, all age classes experience and interact with all other age classes. In addition, previous work in this system has shown that post-settlement processes varied over space and drove spatial variation in habitat quality (i.e. post-settlement survival of fishes varied among coral heads at a common density of fishes). Therefore, I also explored how variation in habitat quality may modify interactions between age classes. I found that both inter- and intra-cohort interactions were similar (each age class had similar per capita effects on one another and each other). However, there was evidence for older fish being less affected by settlers than settlers were by other settlers. There was also an indication that variation in habitat quality affected the two age classes differently. This work highlights that in order to extrapolate longer-term dynamics (i.e., multiple generations) over larger spatial and temporal scales, we must consider how different age classes or stages interact with one another, and, if appropriate, explore reef fish dynamics using a stage-structured approach. (c) 2005 Elsevier B.V. All rights reserved.","11",11,"27-Dec",2005,327,"2",144,156,"10.1016/j.jembe.2005.06.013",81,"wilson_2005",17.72618934,-64.73056287,"JEMBE","unpaired",272,"DD","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Gobiidae","Elactinus_sp.","planktivore",NA,"reef","LesserAntilles","Caribbean","present",7,12,"mmSL",12,1
"135",279,0.0381818181818182,0.00432900432900433,-0.00206060606060606,2.44770984235601e-07,185,"fig1a-1pred",345,"yes","fig1a-1pred","Yes -- but juveniles","No","Yes converted from cage to areal base of cage","YES","SINGLE","3","Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.","Depleted","Binomial","yes","Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes","ECOLOGY",NA,NA,NA,NA,2006,87,"5",1179,1188,"10.1890/06-0591.1",82,"Johnson 2006a",36.56,-121.9383333,"Ecology","unpaired",279,"","","",NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_spp_NA","",NA,"kelp","California","Pacific","present",NA,22.5,"mmTL",18,2
"136",280,0.0363636363636371,0.00657081014223867,0.00090483402020202,6.67440327830203e-07,186,"fig1b-3pred",345,"yes","fig1b-3pred","Yes -- but juveniles","No","Yes converted from cage to areal base of cage","YES","SINGLE","3","Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.","Depleted","Binomial","yes","Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes","ECOLOGY",NA,NA,NA,NA,2006,87,"5",1179,1188,"10.1890/06-0591.1",82,"Johnson 2006a",36.56,-121.9383333,"Ecology","unpaired",280,"","","",NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_spp_NA","",NA,"kelp","California","Pacific","present",NA,22.5,"mmTL",18,2
"137",281,0.0159090909090917,NA,0.010738588040404,2.13822197322035e-06,187,"fig1c-5pred",345,"yes","fig1c-5pred","Yes -- but juveniles","No","Yes converted from cage to areal base of cage","YES","SINGLE","3","Yes- but designed as a functional response expt with 3 pred densities, but like other den-dep studies of short duration.","Depleted","Binomial","yes","Johnson, DW","Predation, habitat complexity, and variation in density-dependent mortality of temperate reef fishes","ECOLOGY",NA,NA,NA,NA,2006,87,"5",1179,1188,"10.1890/06-0591.1",82,"Johnson 2006a",36.56,-121.9383333,"Ecology","unpaired",281,"","","",NA,NA,NA,NA,NA,"Exp",NA,"Sebastidae","Sebastes_spp_NA","",NA,"kelp","California","Pacific","present",NA,22.5,"mmTL",18,2
"138",282,2.07575757575758,0.216450216450216,-0.0477777777777778,0.000443201875804138,188,"Fig2a-older fish",323,"yes","Fig2a (there might also be a way to decompose habitat quality effects).  The best option is to ignore habitat quality (since we don't have the data) and to use data from time=2 or 3 days (duration = 1 or 2 days) for the settler on settler and adult on adult responses.  For settlers, this would be ttt 3,6,7 (for settlers = 3, 8, 11 per coral; for adults on adults, it would be ttt 3,4,5 (3, 5,8 adults). We'll need to get coral area from Fig 1, by taking fish number x density and averaging across ttts.","Yes","Yes","Yes","YES","SINGLE","1","Yes","Depleted over 24 hrs (replaced after day 1)","Binomial","yes","Wilson, JA","Age class interactions in a marine goby, Elacatinus prochilos (Bohlke and Robins, 1968)","JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY","Many reef fishes settle monthly throughout the year, so multiple cohorts generally occur together. Yet, much research has focused on a single age class (i.e., settlers) and has ignored age class interactions. The focus of this work was to quantify within and between age class interactions of new settlers and older fish of a marine goby, Elacatinus prochilos. All age classes of this species co-occur on live coral substrate. Thus, all age classes experience and interact with all other age classes. In addition, previous work in this system has shown that post-settlement processes varied over space and drove spatial variation in habitat quality (i.e. post-settlement survival of fishes varied among coral heads at a common density of fishes). Therefore, I also explored how variation in habitat quality may modify interactions between age classes. I found that both inter- and intra-cohort interactions were similar (each age class had similar per capita effects on one another and each other). However, there was evidence for older fish being less affected by settlers than settlers were by other settlers. There was also an indication that variation in habitat quality affected the two age classes differently. This work highlights that in order to extrapolate longer-term dynamics (i.e., multiple generations) over larger spatial and temporal scales, we must consider how different age classes or stages interact with one another, and, if appropriate, explore reef fish dynamics using a stage-structured approach. (c) 2005 Elsevier B.V. All rights reserved.","11",11,"27-Dec",2005,327,"2",144,156,"10.1016/j.jembe.2005.06.013",81,"wilson_2005",17.72618934,-64.73056287,"JEMBE","unpaired",282,"DI","",NA,NA,NA,NA,NA,NA,"Exp",NA,"Gobiidae","Elactinus_sp.","planktivore",NA,"reef","LesserAntilles","Caribbean","present",21,20,"mmSL",20,1
"139",200,NA,NA,0.003322234,7.2358310025e-08,235,"Site 1--SH07",383,"yes","Fig1 is aggregated across sites.  Fig 2 gives BETAs for each site (i.e., disaggregated, but they don't provide the actual data -- but they esitmate B using our approach).  ","Yes","no","Yes","YES","SINGLE","1","Yes","Beta","Beta","yes","Schmitt, RJ; Holbrook, SJ","The scale and cause of spatial heterogeneity in strength of temporal density dependence","ECOLOGY","The importance of density dependence in natural communities continues to spark much debate because it is fundamental to population regulation. We used temporal manipulations of density to explore potentially stabilizing density dependence in early survivorship among six local populations of a tropical damselfish (Dascyllus fiavicaudus). Specifically, we tested the premise that spatial heterogeneity in the strength of temporal density dependence would reflect variation in density of predators, the agent of mortality. Our field manipulations revealed that mortality among successive cohorts of young fishes was density dependent at each reef, but that its strength varied by similar to 1.5 orders of magnitude. This spatial heterogeneity was well predicted by variation among the six reefs in the density of predatory fishes that consume juvenile damselfishes. Because density dependence arose from competition for enemy-free space within a shelter coral, the mortality consequence of the competition depended on the neighborhood density of predators. Thus, the scale of heterogeneity in the density dependence largely reflected attributes of the environment that shaped the local abundance of predators. These results have important implications for how ecologists explore regulatory processes in nature. Failure to account for spatial variation could frequently yield misleading conclusions regarding density dependence as a stabilizing process, obscure underlying mechanisms influencing its strength, and provide no insight into the spatial scale of the heterogeneity. Further, models of population dynamics will be improved when experimental approaches better estimate the magnitude and causes of variation in strength of stabilizing density dependence.","41",43,"MAY",2007,88,"5",1241,1249,"10.1890/06-0970",55,"Schmitt et al., 2007",-17.5,-149.8333333,"Ecology","unpaired",200,"DD","no",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_flavicaudus","planktivore",NA,"reef","Moorea","Pacific","present",1,10,"mmSL",10,2
"140",201,NA,NA,0.00508938,8.03979429201e-07,236,"Site 2-SH07",383,"yes","Fig1 is aggregated across sites.  Fig 2 gives BETAs for each site (i.e., disaggregated, but they don't provide the actual data -- but they esitmate B using our approach).  ","Yes","no","Yes","YES","SINGLE","1","Yes","Beta","Beta","yes","Schmitt, RJ; Holbrook, SJ","The scale and cause of spatial heterogeneity in strength of temporal density dependence","ECOLOGY","The importance of density dependence in natural communities continues to spark much debate because it is fundamental to population regulation. We used temporal manipulations of density to explore potentially stabilizing density dependence in early survivorship among six local populations of a tropical damselfish (Dascyllus fiavicaudus). Specifically, we tested the premise that spatial heterogeneity in the strength of temporal density dependence would reflect variation in density of predators, the agent of mortality. Our field manipulations revealed that mortality among successive cohorts of young fishes was density dependent at each reef, but that its strength varied by similar to 1.5 orders of magnitude. This spatial heterogeneity was well predicted by variation among the six reefs in the density of predatory fishes that consume juvenile damselfishes. Because density dependence arose from competition for enemy-free space within a shelter coral, the mortality consequence of the competition depended on the neighborhood density of predators. Thus, the scale of heterogeneity in the density dependence largely reflected attributes of the environment that shaped the local abundance of predators. These results have important implications for how ecologists explore regulatory processes in nature. Failure to account for spatial variation could frequently yield misleading conclusions regarding density dependence as a stabilizing process, obscure underlying mechanisms influencing its strength, and provide no insight into the spatial scale of the heterogeneity. Further, models of population dynamics will be improved when experimental approaches better estimate the magnitude and causes of variation in strength of stabilizing density dependence.","41",43,"MAY",2007,88,"5",1241,1249,"10.1890/06-0970",55,"Schmitt et al., 2007",-17.5,-149.8333333,"Ecology","unpaired",201,"DD","no",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_flavicaudus","planktivore",NA,"reef","Moorea","Pacific","present",1,10,"mmSL",10,2
"141",202,NA,NA,0.000353429,8.9401e-10,237,"Site 3 -SH07",383,"yes","Fig1 is aggregated across sites.  Fig 2 gives BETAs for each site (i.e., disaggregated, but they don't provide the actual data -- but they esitmate B using our approach).  ","Yes","no","Yes","YES","SINGLE","1","Yes","Beta","Beta","yes","Schmitt, RJ; Holbrook, SJ","The scale and cause of spatial heterogeneity in strength of temporal density dependence","ECOLOGY","The importance of density dependence in natural communities continues to spark much debate because it is fundamental to population regulation. We used temporal manipulations of density to explore potentially stabilizing density dependence in early survivorship among six local populations of a tropical damselfish (Dascyllus fiavicaudus). Specifically, we tested the premise that spatial heterogeneity in the strength of temporal density dependence would reflect variation in density of predators, the agent of mortality. Our field manipulations revealed that mortality among successive cohorts of young fishes was density dependent at each reef, but that its strength varied by similar to 1.5 orders of magnitude. This spatial heterogeneity was well predicted by variation among the six reefs in the density of predatory fishes that consume juvenile damselfishes. Because density dependence arose from competition for enemy-free space within a shelter coral, the mortality consequence of the competition depended on the neighborhood density of predators. Thus, the scale of heterogeneity in the density dependence largely reflected attributes of the environment that shaped the local abundance of predators. These results have important implications for how ecologists explore regulatory processes in nature. Failure to account for spatial variation could frequently yield misleading conclusions regarding density dependence as a stabilizing process, obscure underlying mechanisms influencing its strength, and provide no insight into the spatial scale of the heterogeneity. Further, models of population dynamics will be improved when experimental approaches better estimate the magnitude and causes of variation in strength of stabilizing density dependence.","41",43,"MAY",2007,88,"5",1241,1249,"10.1890/06-0970",55,"Schmitt et al., 2007",-17.5,-149.8333333,"Ecology","unpaired",202,"DD","no",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_flavicaudus","planktivore",NA,"reef","Moorea","Pacific","present",1,10,"mmSL",10,2
"142",203,NA,NA,0.002191261,1.4292919809e-08,238,"Site 4-SH07",383,"yes","Fig1 is aggregated across sites.  Fig 2 gives BETAs for each site (i.e., disaggregated, but they don't provide the actual data -- but they esitmate B using our approach).  ","Yes","no","Yes","YES","SINGLE","1","Yes","Beta","Beta","yes","Schmitt, RJ; Holbrook, SJ","The scale and cause of spatial heterogeneity in strength of temporal density dependence","ECOLOGY","The importance of density dependence in natural communities continues to spark much debate because it is fundamental to population regulation. We used temporal manipulations of density to explore potentially stabilizing density dependence in early survivorship among six local populations of a tropical damselfish (Dascyllus fiavicaudus). Specifically, we tested the premise that spatial heterogeneity in the strength of temporal density dependence would reflect variation in density of predators, the agent of mortality. Our field manipulations revealed that mortality among successive cohorts of young fishes was density dependent at each reef, but that its strength varied by similar to 1.5 orders of magnitude. This spatial heterogeneity was well predicted by variation among the six reefs in the density of predatory fishes that consume juvenile damselfishes. Because density dependence arose from competition for enemy-free space within a shelter coral, the mortality consequence of the competition depended on the neighborhood density of predators. Thus, the scale of heterogeneity in the density dependence largely reflected attributes of the environment that shaped the local abundance of predators. These results have important implications for how ecologists explore regulatory processes in nature. Failure to account for spatial variation could frequently yield misleading conclusions regarding density dependence as a stabilizing process, obscure underlying mechanisms influencing its strength, and provide no insight into the spatial scale of the heterogeneity. Further, models of population dynamics will be improved when experimental approaches better estimate the magnitude and causes of variation in strength of stabilizing density dependence.","41",43,"MAY",2007,88,"5",1241,1249,"10.1890/06-0970",55,"Schmitt et al., 2007",-17.5,-149.8333333,"Ecology","unpaired",203,"DD","no",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_flavicaudus","planktivore",NA,"reef","Moorea","Pacific","present",1,10,"mmSL",10,2
"143",204,NA,NA,0.001555088,8.04609e-09,239,"Site 5-SH07",383,"yes","Fig1 is aggregated across sites.  Fig 2 gives BETAs for each site (i.e., disaggregated, but they don't provide the actual data -- but they esitmate B using our approach).  ","Yes","no","Yes","YES","SINGLE","1","Yes","Beta","Beta","yes","Schmitt, RJ; Holbrook, SJ","The scale and cause of spatial heterogeneity in strength of temporal density dependence","ECOLOGY","The importance of density dependence in natural communities continues to spark much debate because it is fundamental to population regulation. We used temporal manipulations of density to explore potentially stabilizing density dependence in early survivorship among six local populations of a tropical damselfish (Dascyllus fiavicaudus). Specifically, we tested the premise that spatial heterogeneity in the strength of temporal density dependence would reflect variation in density of predators, the agent of mortality. Our field manipulations revealed that mortality among successive cohorts of young fishes was density dependent at each reef, but that its strength varied by similar to 1.5 orders of magnitude. This spatial heterogeneity was well predicted by variation among the six reefs in the density of predatory fishes that consume juvenile damselfishes. Because density dependence arose from competition for enemy-free space within a shelter coral, the mortality consequence of the competition depended on the neighborhood density of predators. Thus, the scale of heterogeneity in the density dependence largely reflected attributes of the environment that shaped the local abundance of predators. These results have important implications for how ecologists explore regulatory processes in nature. Failure to account for spatial variation could frequently yield misleading conclusions regarding density dependence as a stabilizing process, obscure underlying mechanisms influencing its strength, and provide no insight into the spatial scale of the heterogeneity. Further, models of population dynamics will be improved when experimental approaches better estimate the magnitude and causes of variation in strength of stabilizing density dependence.","41",43,"MAY",2007,88,"5",1241,1249,"10.1890/06-0970",55,"Schmitt et al., 2007",-17.5,-149.8333333,"Ecology","unpaired",204,"DD","no",NA,NA,NA,NA,NA,NA,"Exp",NA,"Pomacentridae","Dascyllus_flavicaudus","planktivore",NA,"reef","Moorea","Pacific","present",1,10,"mmSL",10,2
