study_num,substudy_num,genus_species,n0_m2,nt_m2,t,Area/Plotna(m2),No.naPlots/point,Othernafactornaadjustment,pdf num-Alex,Notes
24,72,Gillichthys mirabilis,10.66666667,10.66666667,30,0.75,1,1,10002,good
24,73,Leptocottus armatus,10.66666667,10,30,0.75,1,1,10002,good
53,197,Stegastes leucostictus,10.072,6.033128,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.33"
53,198,Stegastes leucostictus,10.072,2.497856,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.44"
53,197,Stegastes leucostictus,9.112,6.095928,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.31"
53,198,Stegastes leucostictus,9.048,1.511016,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.43"
30,92,Coryphopterus nicholsii,8.9412,5.988458112,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,8.8824,7.919281368,30,1,1,1,163,good
30,97,Coryphopterus glaucofraenum,8.5722,0.582892456,30,4.9,1,1,163,good
30,98,Coryphopterus glaucofraenum,8.5722,1.824678492,30,4.9,1,1,163,good
53,197,Stegastes leucostictus,8.024,2.952832,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.32"
53,198,Stegastes leucostictus,8.024,2.479416,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.42"
49,172,Halichoeres garnoti,7.639065895,4.787678443,30,2.8,1,1,308,we reextracted data in the figures
49,172,Halichoeres garnoti,7.170421143,2.850740318,30,2.8,1,1,308,we reextracted data in the figures
49,172,Halichoeres garnoti,7.146235071,3.324984389,30,2.8,1,1,308,we reextracted data in the figures
49,172,Halichoeres garnoti,7.145424393,3.101312686,30,2.8,1,1,308,we reextracted data in the figures
49,173,Thalassoma bifasciatum,6.921259571,3.255724074,30,2.8,1,1,308,we reextracted data in the figures
53,197,Stegastes leucostictus,6.072,3.017784,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.30"
53,197,Stegastes leucostictus,6.048,6.048,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.28"
53,198,Stegastes leucostictus,6.008,0,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.41"
53,198,Stegastes leucostictus,5.976,1.954152,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.40"
49,173,Thalassoma bifasciatum,5.956566445,3.487726405,30,2.8,1,1,308,we reextracted data in the figures
30,92,Coryphopterus nicholsii,5.9412,0,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,5.9412,2.9973354,30,1,1,1,163,good
30,97,Coryphopterus glaucofraenum,5.6898,0,30,4.9,1,1,163,good
30,98,Coryphopterus glaucofraenum,5.6524,1.002679236,30,4.9,1,1,163,good
49,174,Halichoeres garnoti,5.551912378,2.457877857,30,4.5,1,1,308,we reextracted data in the figures
24,72,Gillichthys mirabilis,5.333333333,2.666666667,30,0.75,1,1,10002,good
24,73,Leptocottus armatus,5.333333333,5.333333333,30,0.75,1,1,10002,good
30,92,Coryphopterus nicholsii,4.9412,0.988536472,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,4.8824,4.8824,30,1,1,1,163,good
49,174,Halichoeres garnoti,4.633805267,2.622605054,30,4.5,1,1,308,we reextracted data in the figures
49,173,Thalassoma bifasciatum,4.534181641,3.460296516,30,2.8,1,1,308,we reextracted data in the figures
49,173,Thalassoma bifasciatum,4.05967614,3.245070072,30,2.8,1,1,308,we reextracted data in the figures
53,197,Stegastes leucostictus,4.024,3.030072,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.29"
30,92,Coryphopterus nicholsii,4,0,30,1,1,1,163,good
53,198,Stegastes leucostictus,3.992,1.469056,30,1.28,1,1,342,"Data were wonky as were the numbers in Karen's file, so Craig redigitized Fig 2b.  However, we do NOT know the reef sizes; so the 'best' we can do is use the average of .8 x .8 and 2.4 x .8 = 1.39"
49,172,Halichoeres garnoti,3.942281357,1.827411684,30,2.8,1,1,308,we reextracted data in the figures
30,93,Coryphopterus nicholsii,3.8824,2.92111776,30,1,1,1,163,good
30,98,Coryphopterus glaucofraenum,3.8556,1.823814468,30,4.9,1,1,163,good
30,97,Coryphopterus glaucofraenum,3.8182,0,30,4.9,1,1,163,good
18,57,Chromis cyanea,3.666666667,0.777777778,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,58,Chromis cyanea,3.666666667,2.777777778,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,59,Chromis cyanea,3.666666667,2.222222222,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,3.666666667,2.111111111,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
49,172,Halichoeres garnoti,3.639347679,2.862195298,30,2.8,1,1,308,we reextracted data in the figures
18,57,Chromis cyanea,3.222222222,0.777777778,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,3.222222222,1,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
49,172,Halichoeres garnoti,3.137610975,1.399941022,30,2.8,1,1,308,we reextracted data in the figures
18,58,Chromis cyanea,3.111111111,2.111111111,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
49,174,Halichoeres garnoti,3.110903733,0.691311934,30,4.5,1,1,308,we reextracted data in the figures
49,174,Halichoeres garnoti,3.107288578,1.548249694,30,4.5,1,1,308,we reextracted data in the figures
18,59,Chromis cyanea,3,0.555555556,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
30,92,Coryphopterus nicholsii,2.9412,0,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,2.8824,2.8824,30,1,1,1,163,good
49,174,Halichoeres garnoti,2.686250111,1.114607263,30,4.5,1,1,308,we reextracted data in the figures
18,57,Chromis cyanea,2.666666667,1,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,58,Chromis cyanea,2.666666667,1.888888889,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,59,Chromis cyanea,2.666666667,2.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,2.666666667,2.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
24,72,Gillichthys mirabilis,2.666666667,2,30,0.75,1,1,10002,good
24,73,Leptocottus armatus,2.666666667,2.666666667,30,0.75,1,1,10002,good
11,31,Thalassoma bifasciatum,2.611583924,1.111312308,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
49,172,Halichoeres garnoti,2.603581157,2.24197266,30,2.8,1,1,308,we reextracted data in the figures
30,97,Coryphopterus glaucofraenum,2.5829,0.786518879,30,4.9,1,1,163,good
30,98,Coryphopterus glaucofraenum,2.5829,1.389781003,30,4.9,1,1,163,good
49,173,Thalassoma bifasciatum,2.565617024,1.544433932,30,2.8,1,1,308,we reextracted data in the figures
18,57,Chromis cyanea,2.444444444,1.333333333,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,58,Chromis cyanea,2.222222222,1.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,59,Chromis cyanea,2.222222222,1.888888889,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,2.222222222,1.222222222,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
11,31,Thalassoma bifasciatum,2.209810875,1.391710679,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
49,172,Halichoeres garnoti,2.096890132,0.691682507,30,2.8,1,1,308,we reextracted data in the figures
11,31,Thalassoma bifasciatum,1.966016548,1.307191854,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
30,92,Coryphopterus nicholsii,1.9412,0.025326836,30,1,1,1,163,good
30,92,Coryphopterus nicholsii,1.9412,0.008442473,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,1.9412,1.9412,30,1,1,1,163,good
30,93,Coryphopterus nicholsii,1.9412,1.89956126,30,1,1,1,163,good
25,77,Thalassoma bifasciatum,1.940841188,0.315347941,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.9375,1.2109375,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
18,59,Chromis cyanea,1.888888889,0.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,1.888888889,1.222222222,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
30,98,Coryphopterus glaucofraenum,1.7968,1.19523136,30,4.9,1,1,163,good
49,172,Halichoeres garnoti,1.792605282,1.076808026,30,2.8,1,1,308,we reextracted data in the figures
18,57,Chromis cyanea,1.777777778,0.555555556,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
30,97,Coryphopterus glaucofraenum,1.7594,0,30,4.9,1,1,163,good
49,175,Thalassoma bifasciatum,1.747411342,0.73000408,30,4.5,1,1,308,we reextracted data in the figures
49,173,Thalassoma bifasciatum,1.68197515,1.117628225,30,2.8,1,1,308,we reextracted data in the figures
18,58,Chromis cyanea,1.666666667,1.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
25,77,Thalassoma bifasciatum,1.66184303,0.96613541,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
25,77,Thalassoma bifasciatum,1.66184303,0.813262973,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
49,174,Halichoeres garnoti,1.572476684,0.655198624,30,4.5,1,1,308,we reextracted data in the figures
25,77,Thalassoma bifasciatum,1.484465128,0.468651488,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
25,77,Thalassoma bifasciatum,1.463659312,0.315347941,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.463327423,1.199461468,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
18,59,Chromis cyanea,1.444444444,0.666666667,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
25,76,Thalassoma bifasciatum,1.429190103,0.974172801,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
11,31,Thalassoma bifasciatum,1.427039007,0.941997557,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.385638298,1.142414554,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.383747045,0.999536429,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.38108747,0.799267642,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
18,58,Chromis cyanea,1.333333333,1.111111111,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,60,Chromis cyanea,1.333333333,1.222222222,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
25,77,Thalassoma bifasciatum,1.326019773,0.493503231,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.317671395,0.993860658,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.305466903,0.907577257,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
49,175,Thalassoma bifasciatum,1.280715167,0.813085616,30,4.5,1,1,308,we reextracted data in the figures
25,76,Thalassoma bifasciatum,1.247825913,0.64654685,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
18,57,Chromis cyanea,1.222222222,0.666666667,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
11,31,Thalassoma bifasciatum,1.208008274,1.005602633,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.206353428,0.896423265,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,76,Thalassoma bifasciatum,1.17014047,0.84728399,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
30,97,Coryphopterus glaucofraenum,1.1604,0.384231648,30,4.9,1,1,163,good
30,98,Coryphopterus glaucofraenum,1.1604,0.967448688,30,4.9,1,1,163,good
25,77,Thalassoma bifasciatum,1.135395059,0.279524578,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.124172577,0.905317703,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
49,173,Thalassoma bifasciatum,1.118712061,0.316477754,30,2.8,1,1,308,we reextracted data in the figures
49,174,Halichoeres garnoti,1.112260111,0.45185567,30,4.5,1,1,308,we reextracted data in the figures
25,77,Thalassoma bifasciatum,1.103804093,1.187976911,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.094001182,0.739614629,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,77,Thalassoma bifasciatum,1.073092106,0.175565832,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
25,77,Thalassoma bifasciatum,1.043234642,0.596458181,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
11,31,Thalassoma bifasciatum,1.013711584,0.851949097,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,1.00499409,0.974523524,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
18,60,Chromis cyanea,1,0.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
25,76,Thalassoma bifasciatum,1,0.480629031,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
80,276,Sebastes mystinus,1,0.574151342,30,9,6,1,422,good
80,277,Sebastes mystinus,1,0.422345851,30,9,6,1,422,good
49,175,Thalassoma bifasciatum,0.98875342,0.982248464,30,4.5,1,1,308,we reextracted data in the figures
11,31,Thalassoma bifasciatum,0.975236407,0.841400772,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,0.975147754,0.836656025,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,76,Thalassoma bifasciatum,0.964919315,0.776515269,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
11,31,Thalassoma bifasciatum,0.905319149,0.893761883,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,76,Thalassoma bifasciatum,0.904848769,0.292347914,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,77,Thalassoma bifasciatum,0.893264346,0.650099751,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
49,174,Halichoeres garnoti,0.891736167,0.218289585,30,4.5,1,1,308,we reextracted data in the figures
18,57,Chromis cyanea,0.888888889,0.555555556,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,58,Chromis cyanea,0.888888889,0.444444444,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
18,59,Chromis cyanea,0.888888889,0.777777778,30,9,1,1,86,"calculations took reef area from footnote 13: 9m2.  We also assume that there was only 1 survey per reef, but that is not specified."
49,175,Thalassoma bifasciatum,0.862707227,0.542029869,30,4.5,1,1,308,we reextracted data in the figures
11,31,Thalassoma bifasciatum,0.850265957,0.607397437,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
11,31,Thalassoma bifasciatum,0.83820922,0.807445158,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,76,Thalassoma bifasciatum,0.81874941,0.351115499,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
59,247,Gnatholepis thompsoni,0.817125,0.014875,30,NA,NA,1,484,Reuses data from Forrester and Steele 2004 (pdfnum 279); not QAQCed.
11,31,Thalassoma bifasciatum,0.805319149,0.795038479,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
59,247,Gnatholepis thompsoni,0.804875,0.007625,30,NA,NA,1,484,Reuses data from Forrester and Steele 2004 (pdfnum 279); not QAQCed.
25,77,Thalassoma bifasciatum,0.786737769,0.528700839,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
30,97,Coryphopterus glaucofraenum,0.7861,0.195220074,30,4.9,1,1,163,good
25,76,Thalassoma bifasciatum,0.756885177,0.524432986,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
49,175,Thalassoma bifasciatum,0.749939643,0.424307956,30,4.5,1,1,308,we reextracted data in the figures
30,98,Coryphopterus glaucofraenum,0.74866,0.374060482,30,4.9,1,1,163,good
25,76,Thalassoma bifasciatum,0.746156626,0.436666626,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,74,Thalassoma bifasciatum,0.73331404,0.463276211,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.719979283,0.444344695,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,77,Thalassoma bifasciatum,0.712754553,0.289321028,30,220,1,1,133,"These island wide surveys were done at 8 sites (each for 6 different months), with densities based on 5 or 6 xsects that were each 20 x 2 m2, so we used 5.5 x 40 = 220 m2 for area sampled."
25,76,Thalassoma bifasciatum,0.699696981,0.44048386,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.694720317,0.116995727,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.694720317,0.219230008,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.694720317,0.339078302,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
49,175,Thalassoma bifasciatum,0.689850582,0.462926049,30,4.5,1,1,308,we reextracted data in the figures
25,76,Thalassoma bifasciatum,0.68977905,0.282325431,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.68977905,0.38985221,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.675149577,0.429111348,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
80,276,Sebastes mystinus,0.666666667,0.484658047,30,9,6,1,422,good
80,277,Sebastes mystinus,0.666666667,0.450751787,30,9,6,1,422,good
25,76,Thalassoma bifasciatum,0.665579596,0.562341325,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.656145266,0.410799589,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
49,175,Thalassoma bifasciatum,0.638245078,0.388405722,30,4.5,1,1,308,we reextracted data in the figures
25,74,Thalassoma bifasciatum,0.630608761,0.425324108,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,74,Thalassoma bifasciatum,0.630608761,0.138780996,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.628622614,0.383115744,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
11,31,Thalassoma bifasciatum,0.616016548,0.594390436,30,150,1,1,9,figs 8&9 rely on the same data.  We did not use data in Fig 9 because it used multiple months per reef as fish aged and grew;.  While Fig 8 gives recruitment over entire period.
25,74,Thalassoma bifasciatum,0.614936115,0.272677937,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.610913891,0.533666572,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,74,Thalassoma bifasciatum,0.609803623,0.36155136,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.606568705,0.386473749,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
25,76,Thalassoma bifasciatum,0.602254426,0.339078302,30,26.9,1,1,133,"Reefs varied in size from 14.8 to 48.9 m2, with a mean of 26.9.  We don't have the original data, so will use the mean for the area/plot."
