unnamed,substudy_num,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is good based on  criteria?,Fish Depleted or were Replaced?  Or do we take Beta directly from the paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start
180,274,Fig4,889,no,"Fig2, Fig4 (I think this is the same data); but density is per shore line length (m) not area (m2).",Yes,no,No,YES,SINGLE (but a wide range of juvenle sizes),1,Yes,Depleted,Binomial,no,"Cuadros, A; Joan, MB; Luis, CC; Thiriet, P; Pastor, J; Arroyo, NL; Cheminee, A","Seascape attributes, at different spatial scales, determine settlement and post-settlement of juvenile fish",ESTUARINE COASTAL AND SHELF SCIENCE,"Concern has increased in recent decades regarding processes influencing fish juvenile density distributions; indeed, juveniles determine the replenishment of populations and their habitats are often found in shallow coastal areas, where human impacts are concentrated. We aimed to measure the relative importance of seascape attributes at various spatial scales (from seascape to microhabitat) in fish settlement and post-settlement processes. Along the coast of Minorca Island (NW Mediterranean), Diplodus sargus settlement variability was higher among the southern coast compared to the variability in the northern one. Independently of coast location, sheltered nurseries presented lower settlement intensity and recruitment levels compared to exposed ones. Such patterns suggested differential larval supply according to exposure level. Furthermore, subsequent density-dependent post-settlement mortality reduced the cove-specific variability of initial settlement. In addition, inside each cove, juveniles displayed ontogenetic changes of microhabitat use: smaller juveniles were more abundant in the most heterogeneous microhabitat. Consequently, juvenile density distributions responded to seascape attributes at different spatial scales; this suggests that both lager scale attributes and microhabitat influence both settlement and post-settlement processes, and may be limiting for recruitment. Our study demonstrated the importance of a diversified seascape to promote fish population replenishment. (C) 2016 Elsevier Ltd. All rights reserved.",12,12,5-Feb,2017,185,NA,120,129,10.1016/j.ecss.2016.12.014,78,cuadras2017,39.93965264,4.110868315,EstuarineCoastShelfScience,unpaired,267,DD,,NA,NA,NA,NA,NA,NA,Obs,,Sparidae,Diplodus_Sargus,carnivore,NA,reef,Mediterranean,NA,present,7,10,mmTL,8
46,50,pm,1267,no,"Fig5.  Data pooled over 9 years, so hard to know the timescale.",Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"DOHERTY, P; FOWLER, T",AN EMPIRICAL-TEST OF RECRUITMENT LIMITATION IN A CORAL-REEF FISH,SCIENCE,"A long-term, large-scale empirical test of the recruitment limitation hypothesis was done by sampling fish populations from the southern Great Barrier Reef after having monitored their recruitment histories for 9 years. After adjustment for demographic differences, recruitment patterns explained over 90 percent of the spatial variation in abundance of a common damselfish among seven coral reefs. The age structures from individual reefs also preserved major temporal variations in the recruitment signal over at least 10 years. Abundance and demography of this small fish at these spatial and temporal scales can be explained almost entirely as variable recruitment interacting with density-independent mortality.",371,374,18-Feb,1994,263,5149,935,939,10.1126/science.263.5149.935,14,Doherty and Fowler (1994),-23.83917,152.33305,Bull Mar Sci,unpaired,50,DI,yes,-0.000728703,0.000115,-0.000208634,9.90E-05,1.32E-08,9.80E-09,Obs,,Pomacentridae,Pomacentrus_moluccensis,planktivore,2.47,reef,Australia,Pacific,present,60,30,mmSL,30
47,51,pw,1267,no,"Fig5.  Data pooled over 9 years, so hard to know the timescale.",Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"DOHERTY, P; FOWLER, T",AN EMPIRICAL-TEST OF RECRUITMENT LIMITATION IN A CORAL-REEF FISH,SCIENCE,"A long-term, large-scale empirical test of the recruitment limitation hypothesis was done by sampling fish populations from the southern Great Barrier Reef after having monitored their recruitment histories for 9 years. After adjustment for demographic differences, recruitment patterns explained over 90 percent of the spatial variation in abundance of a common damselfish among seven coral reefs. The age structures from individual reefs also preserved major temporal variations in the recruitment signal over at least 10 years. Abundance and demography of this small fish at these spatial and temporal scales can be explained almost entirely as variable recruitment interacting with density-independent mortality.",371,374,18-Feb,1994,263,5149,935,939,10.1126/science.263.5149.935,14,Doherty and Fowler (1994),-23.83917,152.33305,Bull Mar Sci,unpaired,51,DI,yes,-0.000108854,0.000309,-0.002059537,0.000981,9.55E-08,9.62E-07,Obs,,Pomacentridae,Pomacentrus_wardi,herbivore,2,reef,Australia,Pacific,present,60,30,mmSL,30
28,32,Fig3a,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,32,DI,yes,-0.269,0.00983,-0.00238,0.0242,9.66E-05,0.00058564,Obs,,Pomacentridae,Stegastes_adustus,herbivore,NA,reef,Panama,Caribbean,present,1,11.5,mmSL,11.5
29,33,Fig3b,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,33,DD,yes,-0.1338,0.0765,-1.5798,1.9299,0.00585225,3.72451401,Obs,,Pomacentridae,Stegastes_planifrons,herbivore,2.82,reef,Panama,Caribbean,present,1,10.5,mmSL,10.5
30,34,Fig3c,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,34,DI,yes,-0.2677,0.0205,-0.0223,0.0667,0.00042025,0.00444889,Obs,,Acanthuridae,Acanthurus_chirurgus,herbivore,2,reef,Panama,Caribbean,present,1,26.9,mmSL,26.9
31,35,Fig3d,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,35,DI,yes,-0.278,0.0191,-0.0477,0.032,0.00036481,0.001024,Obs,,Pomacentridae,Stegastes_adustus,herbivore,NA,reef,Panama,Caribbean,present,1,11.5,mmSL,11.5
32,36,Fig3e,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,36,DI,yes,-0.1838,0.078,-0.9375,1.5919,0.006084,2.53414561,Obs,,Pomacentridae,Stegastes_variabilis,herbivore,NA,reef,Panama,Caribbean,present,1,10.9,mmSL,10.9
33,37,Fig3f,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,37,DI,yes,-0.2778,0.208,-0.1269,0.0513,0.043264,0.00263169,Obs,,Acanthuridae,Acanthurus_chirurgus,herbivore,2,reef,Panama,Caribbean,present,1,26.9,mmSL,26.9
34,38,Fig3g,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,38,DI,yes,-0.1906,0.0487,-0.5887,0.7621,0.00237169,0.58079641,Obs,,Pomacentridae,Stegastes_leucostictus,herbivore,3.09,reef,Panama,Caribbean,present,1,9.3,mmSL,9.3
35,39,Fig3h,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,39,DI,yes,-0.3112,0.0463,0.0867,0.3423,0.00214369,0.11716929,Obs,,Pomacentridae,Stegastes_variabilis,herbivore,NA,reef,Panama,Caribbean,present,1,10.9,mmSL,10.9
36,40,Fig3i,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,40,DI,yes,-0.1472,0.0254,0.0417,0.2576,0.00064516,0.06635776,Obs,,Acanthuridae,Acanthurus_coeruleus,herbivore,2,reef,Panama,Caribbean,present,1,26.7,mmSL,26.7
37,41,Fig3j,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,41,DI,yes,-0.2344,0.0285,-0.1592,0.1826,0.00081225,0.03334276,Obs,,Pomacentridae,Stegastes_leucostictus,herbivore,3.09,reef,Panama,Caribbean,present,1,9.3,mmSL,9.3
38,42,Fig3k,1270,no,Fig3.  settlement is summed over a month (and settlers removed); rect assessed near full moon on nearby reef.,Yes,No,Yes,YES,CUMULATIVE,1,Yes,Depleted,None,no,"ROBERTSON, DR",PATTERNS OF LUNAR SETTLEMENT AND EARLY RECRUITMENT IN CARIBBEAN REEF FISHES AT PANAMA,MARINE BIOLOGY,"Lunar patterns of settlement of 15 Caribbean reef fishes were assessed from daily collections of newly arrived fishes from each of two small (A = 63 and B = 28 m2) patch reefs at Punta de San Blas (Panama) during two consecutive 2 yr periods (1984, 1985 and 1986, 1987). In 12 species settlement was lunar-cyclic, with a broad peak of activity around the new moon in 11 cases, and at first quarter in 1 species. However, 3 of these lunar-cyclic species displayed intermittent semilunar periodicity in settlement, with peaks around the quarter moons. One other species had a semilunar cycle of settlement with peaks at both quarter moons. Two species apparently lacked lunar settlement cycles. In some, but not all, pairs of congeners: (a) monthly variation in settlement intensity was positively correlated, (b) the duration of settlement pulses in the same month consistently differed, and (c) the timing of settlement pulses in the same month often differed (although one species did not consistently arrive before the other). Recruitment of juvenile fish that survived to the end of the lunar cycle in which they settled was monitored monthly, concurrently with settlement, at a number of large sites scattered up to 2 km apart. The levels of variation in the amount of settlement and recruitment each month differed in only 2 of 17 cases, with settlement variation exceeding recruitment variation in only one of these. The intensity of recruitment was positively correlated with the intensity of settlement in 16 of 17 cases. In 15 of those 16 cases, R2 values for linear regressions of recruitment on settlement exceeded R2 values for curvilinear regressions that would indicate either increasing or decreasing recruitment success with increasing intensity of settlement. Thus it appears that variation in recruitment can be used to estimate variation in settlement, and that recruitment success may be density-independent.",94,95,DEC,1992,114,4,527,537,10.1007/BF00357250,12,Robertson 1992,9.555632143,-78.96164918,Marine Biology,unpaired,42,DI,yes,-0.0543,0.0378,-0.4532,0.2363,0.00142884,0.05583769,Obs,,Pomacentridae,Abudefduf_saxatilis,carnivore,2.76,reef,Panama,Caribbean,present,1,11,mmSL,11
