substudy_num,alpha_nls2,alpha_se_nls2,beta_hat,beta_variance_nls2,unnamed,substudy_source,Alex_PAPER_ID,use_alex_craig,data.source..or.reason.for.exclusion.,data.on.recruit.on.recruit,data.on.older.fish.on.older.fish,Density.areal.units..or.can.be.converted.,Data.set.original..YES.Use.them.or.not.checked..No.use.data.from.another.paper...,is.the.initial.number..taken.at.a.point.in.time..SINGLE..but.this.might.be.multiple.settlement.events...or.is.an.cumulative.number..e.g...sum.settlers..over.every.day.of.summer...if.CUMULATIVE...then.what.is.the.time.scale.of.the.summation.,Number.of.Aggregrated.taxa.,Is.good.based.on..criteria.,Fish.Depleted.or.were.Replaced...Or.do.we.take.Beta.directly.from.the.paper.,estimation_approach,use_2024,Authors,Article.Title,Source.Title,Abstract,Times.Cited..WoS.Core,Times.Cited..All.Databases,Publication.Date,Publication.Year,Volume,Issue,Start.Page,End.Page,DOI,study_num,study,lat_deci,long_deci,journal,paired_pred,paired_substudy_num,conclusion,rawdata_for_analysis,alpha_2002,alpha_se_2002,beta_2002,beta_se_2002,var_alpha_2002,var_beta_2002,expt_obs,expt_obs_pairs,family,g_sp,trophic_status,trophic_level,habitat,geog_region_2,ocean,predators,age_start,size_start,size_start_units,SL_start,duration,mean_density,median_density
143,0.012121212,0.0018027756377319946,0.002567626,1.36e-6,215,Fig2-med-refuge,279,yes,Fig2-med-refuge,no,YES,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA","Predators, prey refuges, and the spatial scaling of density-dependent prey mortality",ECOLOGY,"We tested the biological cause of density-dependent mortality in the bridled goby (Coryphopterus glaucofraenum), a small coral reef fish, and evaluated whether this knowledge allowed us to detect density dependence at different spatial scales in natural habitats. To identify the biological cause of density dependence, we manipulated both population density and the availability of shelter (crevices used as refuges from predators) in small plots of continuous reef. We detected strong density-dependent mortality in plots with few refuges, but mortality was density independent in plots with abundant refuges, indicating that limited shelter causes density dependence. Predator density was unrelated to the density of gobies and refuges, suggesting that predators displayed a type III functional response in patches with few refuges. In a second experiment, we manipulated goby density within replicate plots of three sizes (4, 16, and 64 m(2)) that varied naturally in the availability of refuges. If refuge availability was ignored, mortality appeared to be density independent at all scales. If, however, plots were grouped by refuge availability, mortality was density dependent in plots with few refuges, but low and density independent in plots with many refuges at all spatial scales. Understanding the mechanism of density dependence (refuge shortage) was thus required to measure the strength of density dependence in natural, spatially variable, habitat. We suggest that density dependence was detectable in plots of different sizes because the relationships between the densities of gobies, refuges, and goby predators were similar across the spatial scales we studied. Our work demonstrates that identifying the biological interactions that cause density dependence, and characterizing the spatial domains at which those interactions operate, will be important to accurately assess the effects of density dependence on population dynamics.",110,111,MAY,2004,85,5,1332,1342,10.1890/03-0184,45,Forrester and Steele 2004,23.7668152,-76.094504,Ecology,unpaired,143,,yes,,,,,,,Exp,,Gobiidae,Coryphopterus_glaucofraenum,meiofauna,2.67,reef,Bahamas,Caribbean,present,90,25,mmTL,20,36.25,2.02456375,1.611315
144,0.012323232,0.0012884098726725125,0.002121212,4.15e-7,216,Fig2-high-refuge,279,yes,Fig2-high-refuge,no,YES,yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Forrester, GE; Steele, MA","Predators, prey refuges, and the spatial scaling of density-dependent prey mortality",ECOLOGY,"We tested the biological cause of density-dependent mortality in the bridled goby (Coryphopterus glaucofraenum), a small coral reef fish, and evaluated whether this knowledge allowed us to detect density dependence at different spatial scales in natural habitats. To identify the biological cause of density dependence, we manipulated both population density and the availability of shelter (crevices used as refuges from predators) in small plots of continuous reef. We detected strong density-dependent mortality in plots with few refuges, but mortality was density independent in plots with abundant refuges, indicating that limited shelter causes density dependence. Predator density was unrelated to the density of gobies and refuges, suggesting that predators displayed a type III functional response in patches with few refuges. In a second experiment, we manipulated goby density within replicate plots of three sizes (4, 16, and 64 m(2)) that varied naturally in the availability of refuges. If refuge availability was ignored, mortality appeared to be density independent at all scales. If, however, plots were grouped by refuge availability, mortality was density dependent in plots with few refuges, but low and density independent in plots with many refuges at all spatial scales. Understanding the mechanism of density dependence (refuge shortage) was thus required to measure the strength of density dependence in natural, spatially variable, habitat. We suggest that density dependence was detectable in plots of different sizes because the relationships between the densities of gobies, refuges, and goby predators were similar across the spatial scales we studied. Our work demonstrates that identifying the biological interactions that cause density dependence, and characterizing the spatial domains at which those interactions operate, will be important to accurately assess the effects of density dependence on population dynamics.",110,111,MAY,2004,85,5,1332,1342,10.1890/03-0184,45,Forrester and Steele 2004,23.7668152,-76.094504,Ecology,unpaired,144,,yes,,,,,,,Exp,,Gobiidae,Coryphopterus_glaucofraenum,meiofauna,2.67,reef,Bahamas,Caribbean,present,90,25,mmTL,20,36.1,3.161036,2.829435
163,0.04,0.006260990336999411,-9.20034e-4,4.56e-6,124,Figure 2AL-large reef,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,163,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,3.4185640115,2.6434355490000003
164,0.050090909,0.004868264577855234,-0.002751765,3.78e-7,125,Figure 2AS-small reeef,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,164,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,7.829092342333333,7.6225306995
165,1e-15,,0.008442704,3.99e-6,126,Figure 2BL-large reef separated by 50 m,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,165,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,8.589984376166667,8.584765625
166,1e-15,,0.002914141,5.15e-7,127,Figure 2BS-small reef separated by 50 m,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,166,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,25.529210938333332,25.769140625
167,0.024242424,0.009792854537876074,0.005360115,4.43e-6,128,Figure 2CL-large reef separated by 5 m,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,167,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,9.388510416199999,9.381354167
168,0.04040404,0.009534149149242423,0.001003926,4.54e-7,129,Figure 2CS-small reef separated by 5 m,273,yes,"Fig2b,c -- these data are most useful.  they come from artifiical reefs and showed no migration.  The data for the natural reefs (2A) had relatively high migration, so we cannot apply our BH approach to get B for mortlity, but we can get B for ""loss"" if the ""loss"" data are attainable.  I think we can get data for Natural reefs from Fig4 (or by combining data in 1A and 3A).  Note that the expt is structurd by reef spacing and reef size and art/natural. so there could be 6 beta estimates.",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Variance in reef spatial structure masks density dependence in Coral-Reef fish populations on natural versus artificial reefs,MARINE ECOLOGY PROGRESS SERIES,"Understanding the role of density dependence in the regulation of marine fish populations is particularly crucial as species face increased risk of extinction. Yet, spatial and temporal heterogeneity can easily mask density dependence. By experimentally manipulating group sizes of the yellowhead wrasse Halichoeres garnoti on both natural and artificial reefs, I determined that the relationship between density and mortality varied with reef spatial structure. On natural reefs, mortality rates were highly variable among reefs. However, losses also resulted from emigration to neighboring patches, and thus persistence of fish remaining on natural reefs was approximately density-dependent. On artificial reefs, mortality was density-dependent on reefs that were spatially isolated, and high and density-independent on reefs that were aggregated. Emigration was virtually zero among these reefs. Overall predator visitation rates were significantly higher to artificial than natural reefs, but a greater diversity and size range of predators were present on natural reefs. Based on observations that yellowhead wrasse formed tighter aggregations in the presence of predators (rather than seeking shelter in the reef), differences between artificial and natural reefs were likely not related to differences in reef complexity. Instead, on artificial reefs, standardizing reef spacing resulted in density-dependent versus density-independent mortality according to reef isolation. In contrast, heterogeneity in reef spacing among natural reefs likely caused variation in predation risk that in turn caused high variability in mortality rates. Small-scale spatial variation in predation may play an important role in the population dynamics of species that occur within patchy environments.",32,32,,2004,276,,269,280,10.3354/meps276269,46,Overholtzer-McLeod 2004,23.7668152,-76.094504,MEPS,unpaired,168,DD,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,20.5,mmTL,16.4,21,25.344075,23.40640625
170,0.001464646,1.9313207915827967e-4,2.47862e-4,3.51e-9,130,Pred -,320,yes,"Fig3 (time course); used data from the final time, 17 months.; +pred",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Jones, GP","Competition, predation, and density-dependent mortality in demersal marine fishes",ECOLOGY,"The relative roles of competition and predation in demographic density dependence are poorly known. A tractable experimental design to determine such effects and their interactions for demersal (seafloor oriented) fishes and similar sedentary species is cross-factoring multiple densities of new recruits with the presence and absence of predators. This design allows one to distinguish between density-dependent mortality due to competition alone, predation alone, or an interaction between the two, especially when supplemental field observations are available. To date, 14 species of marine fish have been examined with some variant of this design, and for 12 species predation was demonstrated to be the sole or major cause of density dependence. However, as competition may be slow acting relative to predation, the importance of competition can be underestimated in short-term experiments. On the Great Barrier Reef, we conducted a long-term field experiment in which multiple densities of new recruits of a planktivorous damselfish were cross-factored with the presence or absence of resident piscivorous fish on patch reefs. During the first 10,months, no density-dependent mortality was detected, regardless of whether resident predators were present or absent. By the end of the experiment at 17 months, per capita mortality was strongly density dependent and highly compensatory in both predator treatments; all reefs ultimately supported nearly the same adult density regardless of experimental treatment. Examination of treatment effect sizes suggested that competition was the main source of density-dependent mortality, with predation being merely a proximate agent of death. We hypothesize that predators were ineffective in this system compared with similar studies elsewhere because prey density was low relative to ample prey refuges provided by highly complex corals. Combined with previous studies, these findings indicate that density-dependent mortality in demersal marine fishes is often caused by interplay of predation and competition, whose roles may be altered by variation in habitat complexity and larval supply. These conclusions are relevant to marine fisheries models, which typically assume that density dependence is due solely to intraspecific competition.",198,203,NOV,2005,86,11,2847,2859,10.1890/04-1455,48,Hixon and Jones 2005,-14.6666667,145.4666667,Ecology,paired,170,DD,yes,,,,,,,Exp,,Pomacentridae,Pomacentrus_amboinensis,planktivore,,reef,Australia,Pacific,absent,10,14,mmSL,14,516,5.000000000000001,5
171,0.001313131,2.7055498516937365e-4,5.9699e-4,1.35e-8,131,Pred +,320,yes,"Fig3 (time course); used data from the final time, 17 months.; -pred",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Hixon, MA; Jones, GP","Competition, predation, and density-dependent mortality in demersal marine fishes",ECOLOGY,"The relative roles of competition and predation in demographic density dependence are poorly known. A tractable experimental design to determine such effects and their interactions for demersal (seafloor oriented) fishes and similar sedentary species is cross-factoring multiple densities of new recruits with the presence and absence of predators. This design allows one to distinguish between density-dependent mortality due to competition alone, predation alone, or an interaction between the two, especially when supplemental field observations are available. To date, 14 species of marine fish have been examined with some variant of this design, and for 12 species predation was demonstrated to be the sole or major cause of density dependence. However, as competition may be slow acting relative to predation, the importance of competition can be underestimated in short-term experiments. On the Great Barrier Reef, we conducted a long-term field experiment in which multiple densities of new recruits of a planktivorous damselfish were cross-factored with the presence or absence of resident piscivorous fish on patch reefs. During the first 10,months, no density-dependent mortality was detected, regardless of whether resident predators were present or absent. By the end of the experiment at 17 months, per capita mortality was strongly density dependent and highly compensatory in both predator treatments; all reefs ultimately supported nearly the same adult density regardless of experimental treatment. Examination of treatment effect sizes suggested that competition was the main source of density-dependent mortality, with predation being merely a proximate agent of death. We hypothesize that predators were ineffective in this system compared with similar studies elsewhere because prey density was low relative to ample prey refuges provided by highly complex corals. Combined with previous studies, these findings indicate that density-dependent mortality in demersal marine fishes is often caused by interplay of predation and competition, whose roles may be altered by variation in habitat complexity and larval supply. These conclusions are relevant to marine fisheries models, which typically assume that density dependence is due solely to intraspecific competition.",198,203,NOV,2005,86,11,2847,2859,10.1890/04-1455,48,Hixon and Jones 2005,-14.6666667,145.4666667,Ecology,paired,170,DD,yes,,,,,,,Exp,,Pomacentridae,Pomacentrus_amboinensis,planktivore,,reef,Australia,Pacific,present,10,14,mmSL,14,516,5.000000000000001,5
172,0.014242424,0.0031622776601683794,0.001862812,7.03e-7,132,Figure 3a-Patch Reef-Halichoeres garnoti,308,yes,"Fig 3 has data on mortality but without knowing emigration we can't apply BH.  She argues that migration is influential, but mortality is 4x greater.  I think we need to figure out if we can estimate ""loss"" without regard to cause",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Post-settlement emigration affects mortality estimates for two Bahamian wrasses,CORAL REEFS,"Understanding the dynamics of open marine populations is inherently complex, and this complexity has led to decades of debate regarding the relative importance of pre-versus post-settlement processes in structuring these populations. Movement between patches may be an important modifier of patterns established at settlement, yet local immigration and emigration have received less attention than other demographic rates. I examined loss rates from tagged populations of juvenile wrasses (yellowhead wrasse Halichoeres garnoti and bluehead wrasse Thalassoma bifasciatum) at two sites in the Bahamas. Assuming that all losses were due solely to mortality would have significantly underestimated survivorship of yellowhead wrasse by 29% and bluehead wrasse by 14%. On average, per capita mortality and emigration rates were higher for yellowhead than bluehead wrasse, but neither demographic rate differed between sites for either species. With respect to within-species density, bluehead wrasse mortality was density-dependent at the patch reef site, but mortality rates of yellowhead wrasse were consistently density-independent. Evaluating the effects of between-species density, yellowhead wrasse mortality increased with a decrease in bluehead wrasse density, but this effect was limited to the patch reef site. Emigration rates were not a function of either within-species or between-species density, but instead varied inversely with isolation distance. Numerous previous studies of coral-reef fish, conducted on patch reefs separated by only a few meters of sand and often using untagged fish, may have confounded losses due to emigration with those due to mortality. A better understanding of the factors affecting emigration in marine fishes is important to their effective management using spatial tools such as marine protected areas.",12,12,JUN,2005,24,2,283,291,10.1007/s00338-005-0477-3,49,Overholtzer-McLeod 2005,23.7668152,-76.094504,Coral Reefs,unpaired,172,DI,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,carnivore,3.5,reef,Bahamas,Caribbean,present,10,22.5,mmTL,18,30,4.6313463084,3.7908145180000004
173,0.012626263,0.003346640106136302,0.001045655,8.27e-7,133,Figure 3b-PatchReef-THBI,308,yes,"Fig 3 has data on mortality but without knowing emigration we can't apply BH.  She argues that migration is influential, but mortality is 4x greater.  I think we need to figure out if we can estimate ""loss"" without regard to cause",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Post-settlement emigration affects mortality estimates for two Bahamian wrasses,CORAL REEFS,"Understanding the dynamics of open marine populations is inherently complex, and this complexity has led to decades of debate regarding the relative importance of pre-versus post-settlement processes in structuring these populations. Movement between patches may be an important modifier of patterns established at settlement, yet local immigration and emigration have received less attention than other demographic rates. I examined loss rates from tagged populations of juvenile wrasses (yellowhead wrasse Halichoeres garnoti and bluehead wrasse Thalassoma bifasciatum) at two sites in the Bahamas. Assuming that all losses were due solely to mortality would have significantly underestimated survivorship of yellowhead wrasse by 29% and bluehead wrasse by 14%. On average, per capita mortality and emigration rates were higher for yellowhead than bluehead wrasse, but neither demographic rate differed between sites for either species. With respect to within-species density, bluehead wrasse mortality was density-dependent at the patch reef site, but mortality rates of yellowhead wrasse were consistently density-independent. Evaluating the effects of between-species density, yellowhead wrasse mortality increased with a decrease in bluehead wrasse density, but this effect was limited to the patch reef site. Emigration rates were not a function of either within-species or between-species density, but instead varied inversely with isolation distance. Numerous previous studies of coral-reef fish, conducted on patch reefs separated by only a few meters of sand and often using untagged fish, may have confounded losses due to emigration with those due to mortality. A better understanding of the factors affecting emigration in marine fishes is important to their effective management using spatial tools such as marine protected areas.",12,12,JUN,2005,24,2,283,291,10.1007/s00338-005-0477-3,49,Overholtzer-McLeod 2005,23.7668152,-76.094504,Coral Reefs,unpaired,173,DI,yes,,,,,,,Exp,,Labridae,Thalassoma_bifasciatum,carnivore,3.49,reef,Bahamas,Caribbean,present,10,22.5,mmTL,18,30,2.8120042077000003,2.1237960869999997
174,0.034545455,0.003478505426185217,-0.002622581,1.64e-6,134,Figure 3a-ContinousReef-HAGA,308,yes,"Fig 3 has data on mortality but without knowing emigration we can't apply BH.  She argues that migration is influential, but mortality is 4x greater.  I think we need to figure out if we can estimate ""loss"" without regard to cause",Yes,No,Yes,YES,SINGLE,1,Yes,Depleted,Binomial,yes,"Overholtzer-McLeod, KL",Post-settlement emigration affects mortality estimates for two Bahamian wrasses,CORAL REEFS,"Understanding the dynamics of open marine populations is inherently complex, and this complexity has led to decades of debate regarding the relative importance of pre-versus post-settlement processes in structuring these populations. Movement between patches may be an important modifier of patterns established at settlement, yet local immigration and emigration have received less attention than other demographic rates. I examined loss rates from tagged populations of juvenile wrasses (yellowhead wrasse Halichoeres garnoti and bluehead wrasse Thalassoma bifasciatum) at two sites in the Bahamas. Assuming that all losses were due solely to mortality would have significantly underestimated survivorship of yellowhead wrasse by 29% and bluehead wrasse by 14%. On average, per capita mortality and emigration rates were higher for yellowhead than bluehead wrasse, but neither demographic rate differed between sites for either species. With respect to within-species density, bluehead wrasse mortality was density-dependent at the patch reef site, but mortality rates of yellowhead wrasse were consistently density-independent. Evaluating the effects of between-species density, yellowhead wrasse mortality increased with a decrease in bluehead wrasse density, but this effect was limited to the patch reef site. Emigration rates were not a function of either within-species or between-species density, but instead varied inversely with isolation distance. Numerous previous studies of coral-reef fish, conducted on patch reefs separated by only a few meters of sand and often using untagged fish, may have confounded losses due to emigration with those due to mortality. A better understanding of the factors affecting emigration in marine fishes is important to their effective management using spatial tools such as marine protected areas.",12,12,JUN,2005,24,2,283,291,10.1007/s00338-005-0477-3,49,Overholtzer-McLeod 2005,23.7668152,-76.094504,Coral Reefs,unpaired,174,DI,yes,,,,,,,Exp,,Labridae,Halichoeres_garnoti,planktivore,3.5,reef,Bahamas,Caribbean,present,10,22.5,mmTL,18,30,2.3570335611,2.1293633975
